business,ലോട്ടറി വരുമാനത്തില്‍ 'ലോട്ടറി' അടിച്ച്‌ കേരളം: സംസ്ഥാനം ചരിത്ര നേട്ടത്തിന് അരികെ
sports,വിരാട് കോഹ്ലിയുടെയും ഡിവില്ലിയേഴ്സിന്റെയും റെക്കോര്‍ഡിനൊപ്പം ഉസ്മാന്‍ ഖവാജ
entertainment,'ചൂടാണേയെന്ന് പാര്‍വതി; തലപൊളിയണ ചൂടെന്ന് സിദ്ധാര്‍ഥ് ശിവ'
entertainment,തെന്നിന്ത്യന്‍ താരം കീര്‍ത്തി സുരേഷ് ബോളിവുഡിലേക്ക്
sports,ഹാട്രിക്കുമായി ക്രിസ്റ്റിയാനോ അവതരിച്ചു; അത്‌ലറ്റികോയെ തകര്‍ത്ത് യുവന്റസ് ചാമ്ബ്യന്‍സ് ലീഗ് ക്വാര്‍ട്ടറില്‍
sports,"""താന്‍ ആയിരുന്നു പി എസ് ജി പരിശീലകന്‍ എങ്കില്‍ പാലത്തില്‍ നിന്ന് എടുത്ത് ചാടിയേനെ"""
entertainment,മമ്മൂട്ടി ചിത്രം മധുരരാജയുടെ പുതിയ സ്റ്റില്‍ പുറത്തിറങ്ങി
business,സാരിഡോണിന്റെ വിലക്ക് സുപ്രീം കോടതി നീക്കി
entertainment,പരസ്യമായി അപമാനിച്ചു; പോലീസിന്റെ സഹായവും ലഭ്യമാക്കിയില്ല; തനിഷയുടെ വെളിപ്പെടുത്തല്‍
business,വാടക നല്‍കാന്‍ പണമില്ല; പൈലറ്റുമാര്‍ക്ക് ശമ്ബളമില്ല- ജെറ്റ് എയര്‍വെയ്സ് നിലത്തിറക്കിയത് 49 വി
entertainment,"സത്യങ്ങള്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും, മുന്നറിയിപ്പുമായി പ്രിയ വാര്യര്‍!!"
entertainment,'ഡംബൊ' ചിത്രത്തിന്റെ പുതിയ ട്രെയ്‌ലര്‍  പുറത്തുവിട്ടു
sports,കോഹ്ലിക്കെതിരെ പന്തെറിയുകയെന്നത് പ്രയാസമേറിയ കാര്യം ; ആഡം സാമ്ബ
entertainment,'എന്നെ നോക്കി പായും തോട്ടത്തി'ലെ പുതിയ ലൊക്കേഷന്‍ സ്റ്റില്‍  പുറത്തുവിട്ടു
business,വിദേശനാണ്യ ശേഖരത്തില്‍ കുതിപ്പ്
entertainment,"അനുസിത്താരയെ അമ്ബലനടയില്‍ വച്ച്‌ താലിചാര്‍ത്തി ദിലീപ്, ശുഭരാത്രി ചിത്രങ്ങള്‍ വൈറല്‍"
entertainment,'ദേവി 2' എന്ന ചിത്രത്തിന്റെ സംപ്രേഷണാവകാശം സീ തമിഴിന് സ്വന്തമാക്കി
business,"വിപണി കീഴടക്കി ബുള്ളുകള്‍, സെന്‍സെക്സില്‍ 403 പോയിന്റ് നേട്ടം"
entertainment,"ഏത് സുരാജ്!! എനിയ്ക്ക് ഒരാളെ അറിയുള്ളൂ, ദിലീപിനും സുരാജിനും കിട്ടിയ പണി... രസകരമായ വീഡിയോ പുറത്ത്"
entertainment,ടൊവീനോ തോമസിന്റെ പുതു ചിത്രം 'കല്‍ക്കി'യുടെ ഷൂട്ടിംഗ് ആരംഭിച്ചു
business,പ്രധാനമന്ത്രി കിസാന്‍ സമ്മാന്‍ നിധി റവന്യു വകുപ്പിന് ചാകരയായി മാറുന്നു; ഭൂനികുതി അടക്കാത്ത പലരും വര്‍ഷങ്ങളുടെ കുടിശ്ശിക തീര്‍ക്കാന്‍ വില്ലേജ് ഓഫീസിലേക്ക് എത്തുന്നു
entertainment,'ഒത്ത സെരുപ്പ്' എന്ന ചിത്രത്തിന്‍െറ ഫസ്റ്റ്ലുക്ക് പുറത്തുവിട്ടു
sports,ഐലീഗ് ഫുട്‌ബോള്‍ കിരീടം ചെന്നൈ സിറ്റിക്ക്
entertainment,ഞാന്‍ ബിക്കിനി ധരിക്കുന്നതു തടയാന്‍ സെയ്ഫ് ആരാണ്: കരീന
entertainment,'മജിലി'ചിത്രത്തിലെ ആദ്യ ലിറിക്കല്‍ വീഡിയോ ഗാനം പുറത്തുവിട്ടു
entertainment,താരപുത്രനുമായിട്ടുള്ള വിവാഹം ഉടന്‍! നടി മലൈക അറോറ വിവാഹത്തിനൊരുങ്ങുന്നു! സത്യം ഇങ്ങനെ..
sports,ഞായര്‍ ദുഃഖം വീണ്ടും
entertainment,മദര്‍ തെരേസയുടെ ജീവിതം പ്രമേയമാക്കി സിനിമയൊരുങ്ങുന്നു
sports,"ധവാനും രോഹിത്തിനും അര്‍ദ്ധ ശതകം, ഇന്ത്യ കുതിയ്ക്കുന്നു"
sports,ഫുട്‌ബോള്‍ താരത്തെ അടിച്ചു വീഴ്ത്തി; യുവാവിന് വിധിച്ച ശിക്ഷ ഇങ്ങനെ
entertainment,വീണ്ടും ഹോട്ടായി റായ് ലക്ഷ്‌മി..!
sports,ഇഞ്ചുറി ടൈമില്‍ ചെല്‍സിയുടെ രക്ഷകനായി ഹസാര്‍ഡ്.
sports,സ്വന്തം നാട്ടില്‍ ആദ്യമായി പരമ്ബര നഷ്ടപ്പെട്ട് കോഹ്‌ലി ടീം!!
entertainment,'തമിലരസന്‍' ചിത്രത്തിലെ പുതിയ സ്റ്റില്‍ പുറത്തുവിട്ടു
sports,ധോണിയും ക്യാച്ചുകളും സ്‌റ്റമ്ബിംഗികളും നഷ്‌ടമാക്കിയിട്ടുണ്ട്; പഴങ്കഥകള്‍ ചികഞ്ഞെടുത്ത് പന്തിന്റെ പരിശീലകന്‍
business,എതിരാളികളെ ബഹുദൂരം പിന്നിലാക്കി മാരുതി സുസൂക്കിയുടെ ബ്രസ്സ
business,പുതിയ ധനസെക്രട്ടറിയായി സുഭാഷ് ചന്ദ്ര ഗാര്‍ഗിനെ നിയമിച്ചു
business,"കേരളം കാത്തിരിക്കുന്നു, ആരാകും ആ രാജകുമാരനും രാജകുമാരിയും?"
business,ബെംഗളുരുവിലെ നിരത്തുകളില്‍ ഇനി ഇലക്‌ട്രിക് ബൈക്ക്; പുതിയ പദ്ധതിയുമായി 'യുലു' ബൈക്‌സ്
entertainment,"ട്വിറ്ററില്‍ 'ഞെട്ടിച്ച്‌' പ്രിയങ്ക ഗാന്ധി! 'പൊളപ്പന്‍"" പ്രൊഫൈല്‍ പിക്ചര്‍! കൈയ്യടി"
sports,ഇന്ത്യന്‍ താരങ്ങളുടെ കരാര്‍ ലിസ്റ്റ് ബിസിസിഐ പുറത്തുവിട്ടു; റിഷഭ് പന്തിന് നേട്ടം
sports,"""ചാമ്ബ്യന്‍സ് ലീഗ് കിരീടം നേടാന്‍ മറികടക്കേണ്ടത് ക്രിസ്റ്റ്യാനോ റൊണാള്‍ഡോയെ"" - ഗ്വാര്‍ഡിയോള"
entertainment,ആനന്ദ് നാഗ് ചിത്രം 'ജൂലായ് കാട്രില്‍' ഇന്ന് പ്രദര്‍ശനത്തിന് എത്തും
entertainment,'ശുഭരാത്രി'ചിത്രത്തിലെ പുതിയ സ്റ്റില്‍ പുറത്തുവിട്ടു
business,പി​നി​ന്‍​ഫ​രീ​ന ബാ​റ്റി​സ്റ്റ സൂപ്പറാണ്
sports,നോ​​ര്‍​​ത്ത് ഈ​​സ്റ്റി​​നു ജ​​യം
business,രണ്ടു കോടിയോളം ഇക്‌സിഗോ ഉപയോക്താക്കളുടെ പാസ്‌വേഡുകള്‍ ചോര്‍ന്നു!
entertainment,കീയുടെ പുതിയ പോസ്റ്റര്‍ പുറത്ത് വിട്ടു
entertainment,"എന്നെക്കൊണ്ട് പറ്റുന്നതൊക്കെ ചെയ്‌തു പോരുന്നു, ആരോടും പറഞ്ഞു നടന്നില്ല, വൈറലായി മമ്മൂട്ടിയുടെ വാക്കുകള്‍"
sports,മെസി മാജിക്കില്‍ ബാഴ്‌സക്ക് ജയം
sports,ബാഴ‌്സയ‌്ക്കും ലിവര്‍പൂളിനും ബയേണിനും ഗോള്‍ വേണം
sports,അഞ്ചാങ്കത്തിലും ഇന്ത്യക്കു കാലിടറുമോ? ഹാട്രിക്ക് തോല്‍വിയോടെ പരമ്ബര കൈവിട്ടേക്കും!! കാരണങ്ങളുണ്ട്
entertainment,മമ്മൂട്ടി ചിത്രം മധുര രാജയിലെ പുതിയ സ്റ്റില്‍ പുറത്തിറങ്ങി
entertainment,ആര്യ-സയേഷ വിവാഹ സല്‍ക്കാര വിഡിയോ
sports,നിര്‍ണായക മത്സരത്തില്‍ തകര്‍പ്പന്‍ വിജയം ഏകദിന പരമ്ബരയും സ്വന്തമാക്കി ഓസീസ്‌
business,ഓഹരി വിപണി; സെന്‍സെക്സ് 37.99 പോയന്റ്  നഷ്ടത്തില്‍ ക്ലോസ് ചെയ്തു
business,"തലസ്ഥാനത്തെ മാസ്‌കറ്റ് ഹോട്ടല്‍ നൂറിന്റെ നിറവില്‍; പൈതൃക സംരക്ഷണത്തിനും നവീകരണത്തിനുമായി 25 കോടിയുടെ പദ്ധതി, നൂറാം വാര്‍ഷികത്തില്‍ ഹോട്ടലിന് പഞ്ചനക്ഷത്ര പദവിയും"
business,കെ​എ​സ്‌ആ​ര്‍​ടി​സി ഇ​ല​ക്‌ട്രി​ക് ബ​സ്: എ​റ​ണാ​കു​ള​ത്തും ഹ​രി​പ്പാ​ട്ടും ചാ​ര്‍​ജിം​ഗ് സൗ​ക​ര്യം
sports,"സച്ചിനും, കപില്‍ദേവിനും നൈറ്റ്ഹുഡ് നല്‍കാത്തത് എന്താണ്? ചോദ്യം പാക് വംശജനായ യുകെ എംപിയുടേത്‌"
sports,ബുംറയുടെ സിക്‌സറില്‍ ആവേശം കൊണ്ട് തുള്ളിച്ചാടി കോഹ്ലി; വീഡിയോ വൈറല്‍
sports,ശിഖര്‍ ധവാന് 16ാം ഏകദിന സെഞ്ചുറി: പുതിയ റെക്കോഡിട്ട് ധവാന്‍ രോഹിത് കൂട്ടുകെട്ട്
sports,അവസാന ലാപ്പില്‍ ചെന്നൈയ്ക്ക് ഐ-ലീ​ഗ് കിരീടം; ​ഗോകുലത്തിന് വീണ്ടും തോല്‍വി
sports,"ഇനി ആശങ്ക വേണ്ട, സ്മിത്തും വാര്‍ണറും ഇന്ത്യയില്‍ കളിക്കുമെന്ന് ക്രിക്കറ്റ് ഓസ്‌ട്രേലിയ"
business,"റബര്‍ മേഖലയ്ക്ക് പ്രതീക്ഷ; തളിപ്പറമ്ബില്‍ റബര്‍ അധിഷ്ഠിത വ്യവസായം വരുന്നു, 500 പേര്‍ക്ക് ജോലി"
entertainment,പോണ്‍ നടിയായി രമ്യാ കൃഷ്ണന്‍ ; സുപ്രധാന സീനിന് എടുത്തത് 37 ടേക്കെന്ന് താരം
sports,സിയാല്‍ ഇനി കൊച്ചിയുടെ മോട്ടോര്‍ സ്പോര്‍ട്സ് ഹബ്ബ്
entertainment,"'അടൂര്‍ ഭാസി അങ്ങനെയുള്ള ഒരാളല്ല, ലളിത പറഞ്ഞത് ഞാന്‍ വിശ്വസിക്കില്ല'; കെപിഎസി ലളിതയുടെ വെളിപ്പെടുത്തലിനെക്കുറിച്ച്‌ കവിയൂര്‍ പൊന്നമ്മ"
business,ബുഗാട്ടി ലാ വൊച്യൂര്‍ നോറേ; ലോകത്തിലെ ഏറ്റവും വിലയുളള കാര്‍
business,പ്രീമിയം ഇലക്‌ട്രിക് ഹാച്ച്‌ ബാക്ക് 'ആള്‍ട്രോസു'മായി ടാറ്റ എത്തും; ഒറ്റ ചാര്‍ജില്‍ 300 കിലോമീറ്റര്‍ സഞ്ചരിക്കുന്ന വാഹനത്തിന്റെ പ്രത്യേകതകള്‍ ഇങ്ങനെ !
sports,സൂപ്പര്‍ താരം തിരിച്ചെത്തി ; ഓസീസിനെതിരെ പാക് ടീമിനെ നയിക്കുക ഷോയിബ് മാലിക്ക്
business,"പബ്ജി കളി ഇവിടെ വേണ്ട, വിദ്യാര്‍ത്ഥികള്‍ പഠിച്ചാല്‍ മതി ; നിരോധനവുമായി സൂറത്ത്,  രാജ്യ വ്യാപകമാക്കിയേക്കുമെന്ന് റിപ്പോര്‍ട്ട്‌"
entertainment,കോണ്‍ഗ്രസ് പെരുമാറുന്നത് പാക് ഏജന്‍റിനെ പോലെ! കോണ്‍ഗ്രസ് തീപ്പൊരി നേതാവ് രാജി വെച്ചു
entertainment,മോദി സഹായമഭ്യര്‍ത്ഥിച്ചു: സഹായിക്കാമെന്നേറ്റ് എആര്‍ റഹ്മാന്റെ ട്വീറ്റ്
entertainment,തനിക്ക് എല്ലാ പാര്‍ട്ടികളും വേണ്ടപ്പെട്ടവരെന്ന് നടന്‍ മോഹന്‍ലാല്‍
business,"സംസ്ഥാനത്ത് സ്വര്‍ണ വിലയില്‍ വീണ്ടും കുറവ്, പവന് 23,840 രൂപ"
business,ടി.എസ്. കല്യാണരാമന് പ്രത്യേക ആദരം
sports,ബയേണിന് വന്‍ ജയം; പോയിന്റ് പട്ടികയില്‍ വീണ്ടും ഒന്നാമത്
entertainment,"ആന്റിക്രൈസ്റ്റ്; പൃഥ്വിരാജ്, ഇന്ദ്രജിത്, ഫഹദ്: വമ്ബന്‍ താരനിരയുമായി ലിജോ ജോസ് പല്ലിശ്ശേരിയുടെ പുതിയ ചിത്രം"
entertainment,ലച്ചുവും ശിവയുമല്ല അനിഘയാണ് ശരിക്കുമുള്ള ചേച്ചി! ഉപ്പും മുളകിലെ പാറുക്കുട്ടി ആരാണെന്നറിയുമോ? കാണൂ!
business,ഹ​ര്‍​ഷ​ദ് മേ​ത്ത പേ ​ഓ​ര്‍​ഡ​ര്‍ കേ​സ്; ഫെ​ഡ​റ​ല്‍ ബാ​ങ്കി​നെ​തി​രാ​യ വി​ധിക്കു സ്റ്റേ
business,"ഇനിയും പണി പൂര്‍ത്തിയാവാതെ ആലപ്പുഴ ബൈപ്പാസ്;  പദ്ധതിയുടെപേരില്‍ അവകാശവാദങ്ങളുമായി സംസ്ഥാനത്തെ മൂന്ന് മുന്നണികളും, രണ്ടിടങ്ങളില്‍ ഓവര്‍ ബ്രിഡ്ജ് നിര്‍മ്മാണം ഇനിയും ബാക്കി"
business,"ട്രെയിന്‍ യാത്രയില്‍ ഇനി കുലുക്കം കുറയും, ജെര്‍ക്കിങ് ഒഴിവാക്കുന്നതിനുള്ള നൂതന സാങ്കേതിക വിദ്യ പ്രീമിയം ട്രെയിനുകളില്‍"
entertainment,പട്ടാഭിരാമനില്‍ ജയറാമിന് മുന്ന് നായികമാര്‍
entertainment,"അമ്മയെക്കാണാന്‍ പോകുന്നതിന് മുമ്ബ്  ആ സഹോദരന്‍മാര്‍ ചെയ്തത്,​ കുമ്ബളങ്ങിയിലെ ഡിലിറ്റഡ് സീന്‍ പുറത്ത്"
entertainment,ഇന്ത്യയിലെ ഏറ്റവും വലിയ പബ് ജി ഗെയിം മത്സരത്തില്‍ സോള്‍ മോര്‍ട്ടല്‍ വിജയികളായി
business,സ്വര്‍ണവിലയില്‍ കുറവ്; പവന് 120 രൂപ കുറഞ്ഞു
business,"നിലവാരമില്ല, 5000 റെസ്റ്റോറന്റുകള്‍ സൊമാറ്റോ ഒഴിവാക്കി"
sports,ഇന്ത്യന്‍ സൈന്യത്തിന് ആദരസൂചകമായി ആര്‍മി ക്യാപ് ധരിച്ച്‌ ടീം ഇന്ത്യ ; ടോസ് അറിയാം
sports,"കോലിക്ക് വീണ്ടുമൊരു റെക്കോര്‍ഡ്, ഇത്തവണ എബിഡിയെ കടത്തിവെട്ടി!! അവിശ്വസനീയ നേട്ടം, സച്ചിനും പിന്നില്‍"
business,സ്വര്‍ണ വില കുത്തനെ ഇടിഞ്ഞു;  ഈ മാസത്തെ ഏറ്റവും കുറഞ്ഞ വില
sports,2019 ക്രിക്കറ്റ്​ ലോകകപ്പ് ജയിക്കാന്‍ സാധ്യതയുള്ള ടീമിനെക്കുറിച്ച്‌ പറഞ്ഞ് കോലി
business,സ്വര്‍ണ്ണം കാല്‍ലക്ഷത്തിലേയ്ക്ക് കുതിക്കുന്നു; ഗ്രാമിന് 10 രൂപ കൂടി ഉയര്‍ന്നാല്‍ ഒരു പുതിയ റെക്കോര്‍ഡ് പിറവി!
sports,ക്രിസ്റ്റ്യാനോ ഹാട്രിക് മാജിക്
business,"തലസ്ഥാനത്തെ മാസ്‌കറ്റ് ഹോട്ടല്‍ നൂറിന്റെ നിറവില്‍; പൈതൃക സംരക്ഷണത്തിനും നവീകരണത്തിനുമായി 25 കോടിയുടെ പദ്ധതി, നൂറാം വാര്‍ഷികത്തില്‍ ഹോട്ടലിന് പഞ്ചനക്ഷത്ര പദവിയും"
entertainment,ഒന്ന് നിര്‍ത്തു!; തുടര്‍ച്ചയായി ചിത്രങ്ങള്‍ എടുത്ത ഫോട്ടോഗ്രാഫര്‍മാരോട് പ്രതികരിച്ച്‌ ആരാധ്യ ബച്ചന്‍
sports,യു​വ​ന്‍റ​സി​നു ജ​യം
entertainment,മാസ് കാ ബാപ്പും മാസ് കാ മാമനും; മധുരരാജയുടെ പുതിയ പോസ്റ്ററുകള്‍
entertainment,ഡിസ്‌നിയുടെ 'അലാദി'ന്റെ ട്രെയ്‌ലറെത്തി; ഭൂതമായി വില്‍ സ്മിത്ത്
sports,കോഹ്‌ലിയുടെ സെഞ്ച്വറി പാഴായി; ഇന്ത്യക്ക് 32 റണ്‍സിന്റെ തോല്‍വി
sports,അഞ്ചാം ഏകദിനം; ഇന്ത്യന്‍ സാധ്യതാ ടീം ഇങ്ങനെ
business,സ്റ്റാര്‍ട്ടപ്പ് നിക്ഷേപകര്‍ക്ക് നികുതിയിളവ് പരിധി കൂട്ടി; സ്റ്റാ​ര്‍​ട്ട​പ് പ​ദ​വി പ​ത്തു​ വ​ര്‍​ഷ​മാ​ക്കി ഉയര്‍ത്തി
entertainment,അര്‍ജന്റീന ഫാന്‍സ്‌ കാട്ടൂര്‍ക്കടവ്: പുതിയ പോസ്റ്റര്‍ പുറത്തിറങ്ങി
business,യു​എ​സ്-​ചൈ​ന ത​ര്‍​ക്കം തീ​രു​ന്നു; വി​പ​ണി​ക്കു നേ​ട്ടം
sports,കോ​​ഹ്‌​ലി​​യെ വീ​​ഴ്ത്താ​​ന്‍ വോ​​ണി​​ന്‍റെ ത​​ന്ത്രം
entertainment,ആര്‍ആര്‍ആര്‍ -ല്‍ അജയ് ദേവ്ഗണ്‍ വേഷമിടും
sports,"കഴിഞ്ഞ 13 ഏകദിനങ്ങളില്‍ കളിപ്പിച്ചത് 21 താരങ്ങളെ; പരീക്ഷണങ്ങളും പാളി, പരമ്ബരയും നഷ്ടപ്പെട്ടു"
entertainment,വേശ്യയുടെ വേഷമായതിനാല്‍ സിനിമ സ്വീകരിക്കേണ്ടെന്ന നിലപാടിലായിരുന്നു അച്ഛനും താനും; നടി ചിത്ര
entertainment,തമിഴില്‍ വീണ്ടും ജീത്തു ജോസഫ് മാജിക് ഒരുങ്ങുന്നു; കാര്‍ത്തിയും ജ്യോതികയും പ്രധാനവേഷങ്ങളില്‍
business,തി​രു​വ​ന​ന്ത​പു​രം വി​മാ​ന​ത്താ​വ​ളം നടത്തിപ്പ്: പ്രധാനമന്ത്രി അടിയന്തരമായി ഇടപെടണമെന്ന് മു​ഖ്യ​മ​ന്ത്രി
business,ഇന്ത്യയിലേക്കുള്ള വിദേശ നിക്ഷേപം കുറഞ്ഞു
entertainment,വില്ലന്‍ തെലുഗില്‍ പ്രദര്‍ശനത്തിന് ഒരുങ്ങുന്നു
sports,ഹിറ്റ്‌മാന്‍ സ്വന്തമാക്കുമോ ആ റെക്കോര്‍ഡ്; മുന്നിലുള്ളത് ഗാംഗുലിയാണ്
sports,"ഐഎസ‌്‌എല്‍ ആദ്യപാദ സെമി:  മുംബൈ തകര്‍ന്നു, ഗോവ അരികെ"
entertainment,'മൊഹബ്ബത്തില്‍ കുഞ്ഞബ്‌ദുള്ള' ചിത്രത്തിന്റെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു
sports,"ഗാംഗുലിയെ സ്വന്തമാക്കി, ഐ.പി.എല്‍ ടീമുകളെ ഞെട്ടിച്ച്‌ ഡല്‍ഹി"
entertainment,"സാരിയില്‍ അതിസുന്ദരിയായി സയേഷ, സ്യൂട്ട് അണിഞ്ഞ് ആര്യ - വിവാഹ സല്‍ക്കാര വീഡിയോ"
business,"എണ്ണവില കൂടുന്നു ; രൂപയ്ക്ക് ക്ഷീണം, 17 പൈസ ഇടിഞ്ഞു"
business,സഹകരണ സംഘങ്ങളുടെ പേരിനൊപ്പം 'ബാങ്ക്' എന്ന് ചേര്‍ത്തിട്ടുണ്ടെങ്കില്‍ നിക്ഷേപങ്ങള്‍ക്ക് നികുതി നല്‍കണമെന്ന് ആദായ നികതി വകുപ്പ്; നിക്ഷേപത്തിന്റെ പലിശയില്‍ നിന്നും നികുതി ഈടാക്കാന്‍ ജില്ലാ സഹകരണ ബാങ്കുകള്‍ക്ക് നിര്‍ദ്ദേശം; ലൈസന്‍സില്ലാതെ ബാങ്ക് എന്ന് പേര് ഉപയോഗിക്കുന്നതിനോട് ആര്‍ബിഐ വിയോജിപ്പ്
business,അന്താരാഷ്ട്ര ആയുഷ് കോണ്‍ക്ലേവിന് നാളെ സമാപനം
business,സൂപ്പര്‍ മാര്‍ക്കറ്റുകള്‍ക്ക് എന്തുകൊണ്ട് ലുലു എന്ന് പേരിട്ടു ? യൂസഫലിക്ക് പറയാനുണ്ട് ഒരു കഥ !
entertainment,സിന്ദുബാദ്  പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു
business,ടിക്കറ്റ് നിരക്കില്‍ വന്‍ ഇളവുമായി എയര്‍ ഏഷ്യ
sports,അവസാന രണ്ട് ഏകദിനങ്ങളില്‍ ധോണിയ്ക്ക് വിശ്രമം
sports,"നിര്‍ണായക മാറ്റങ്ങളോടെ ടീം ഇന്ത്യ, ഓസീസിന് ബാറ്റിംഗ്"
business,മികച്ച പദ്ധതികളുമായി കെല്‍ട്രോണ്‍ സംസ്ഥാനത്തിന് പുറത്തേക്ക്; അരുണാചല്‍പ്രദേശ് നിയമസഭയുടെ ഓര്‍ഡര്‍ ലഭിച്ചു
entertainment,പ്രണയത്തിനു മുന്നില്‍ എന്ത് യുദ്ധം; പാക് സ്‌കൂള്‍ ടീച്ചറെ ഇന്ത്യയില്‍ കൊണ്ടുവന്ന് വിവാഹം കഴിച്ച്‌ ഹരിയാനകാരന്‍
entertainment,നടന്‍ വിമലിനെതിരെ ലുക്ക് ഔട്ട് നോട്ടീസ്
business,കെ​എ​സ്‌എ​ഫ്‌ഇ ഇ​ള​വ് പ​ദ്ധ​തി കാ​ലാ​വ​ധി നീ​ട്ടി
business,അടച്ചുപൂട്ടല്‍  ആലോചിക്കാന്‍ ബിഎസ്‌എന്‍എല്ലിനോട് കേന്ദ്ര സര്‍ക്കാര്‍
business,മോദിമാര്‍ ഒത്തുകളിച്ചോ? നിരവ് മോദി കേസില്‍ ബ്രിട്ടന്‍ പലവട്ടം തെളിവുകള്‍ ചോദിച്ചിട്ടും ഇന്ത
sports,ബെംഗളൂരു വീണു!! ഇഞ്ച്വറി ടൈമില്‍ നോര്‍ത്ത് ഈസ്റ്റ് വിജയം
business,പാസ് വേര്‍ഡുകളില്ലാത്ത ഇ-ലോകം സാധ്യമാകുമോ? ഇനിയെല്ലാം വിരല്‍ത്തുമ്ബിലെന്ന് ഗൂഗിള്‍
sports,ഇന്ത്യയുടെ ഏറ്റവും മികച്ച ഓപ്പണിങ് കൂട്ടുക്കെട്ട് സ്വന്തമാക്കി രോഹിത് ശര്‍മ- ശിഖര്‍ ധവാന്‍ സഖ്യം
entertainment,ബോളിവുഡിലേക്ക് ചുവടുവച്ച്‌ കീര്‍ത്തി സുരേഷ്. ആദ്യ ചിത്രം അജയ് ദേവ്ഗണിനൊപ്പം
